kraken_taxid	species_name	assembly_accession	ncbi_taxid
87553	Lentihominibacter sp002310095	GCA_002310095.1	1947933
87554	Lentihominibacter sp012513435	GCA_012513435.1	1898207
87555	Lentihominibacter sp015058145	GCA_015058145.1	1898207
87556	Lentihominibacter sp015058205	GCA_015058205.1	1898207
87557	Lentihominibacter sp017404365	GCA_017404365.1	1879010
87558	Lentihominibacter sp017416795	GCA_017416795.1	1879010
87559	Lentihominibacter sp017431395	GCA_017431395.1	1879010
87560	Lentihominibacter sp017431785	GCA_017431785.1	1879010
87561	Lentihominibacter sp017432345	GCA_017432345.1	1879010
87562	Lentihominibacter sp017433375	GCA_017433375.1	1879010
87563	Lentihominibacter sp017438285	GCA_017438285.1	1879010
87564	Lentihominibacter sp017459895	GCA_017459895.1	1879010
87565	Lentihominibacter sp022763735	GCA_022763735.1	1898207
87566	Lentihominibacter sp022773945	GCA_022773945.1	1898207
87567	Lentihominibacter sp022775805	GCA_022775805.1	1898207
87568	Lentihominibacter sp022780965	GCA_022780965.1	1898207
87569	Lentihominibacter sp024403155	GCA_024403155.1	2044939
87570	Lentihominibacter sp024403185	GCA_024403185.1	2044939
87571	Lentihominibacter sp024689085	GCA_024689085.1	2044939
87572	Lentihominibacter sp028702415	GCA_028702415.1	2831996
87573	Lentihominibacter sp029006195	GCA_029006195.1	1879010
87574	Lentihominibacter sp029008005	GCA_029008005.1	1879010
87575	Lentihominibacter sp030525285	GCA_030525285.1	1879010
87576	Lentihominibacter sp030526355	GCA_030526355.1	1879010
87577	Lentihominibacter sp030526925	GCA_030526925.1	1879010
87578	Lentihominibacter sp030529015	GCA_030529015.1	1879010
87579	Lentihominibacter sp030529985	GCA_030529985.1	1879010
87580	Lentihominibacter sp030530285	GCA_030530285.1	1879010
87581	Lentihominibacter sp030535275	GCA_030535275.1	1879010
87582	Lentihominibacter sp030535715	GCA_030535715.1	1879010
87583	Lentihominibacter sp030536355	GCA_030536355.1	1879010
87584	Lentihominibacter sp040768865	GCA_040768865.1	2952913
87585	Lentihominibacter sp902495595	GCA_902495595.1	165185
87586	Lentihominibacter sp902763505	GCA_902763505.1	172733
87587	Lentihominibacter sp902766185	GCA_902766185.1	172733
87588	Lentihominibacter sp902772685	GCA_902772685.1	172733
87589	Lentihominibacter sp902786815	GCA_902786815.1	172733
87590	Lentihominibacter sp902787725	GCA_902787725.1	172733
87591	Lentihominibacter sp902795135	GCA_902795135.1	172733
87592	Lentihominibacter sp902796875	GCA_902796875.1	172733
87593	Lentihominibacter sp902797095	GCA_902797095.1	172733
87594	Lentihominibacter sp902797195	GCA_902797195.1	172733
87595	Lentihominibacter sp905193765	GCA_905193765.1	165185
87596	Lentihominibacter sp910585135	GCA_910585135.1	172733
87597	Lentihominibacter sp934247125	GCA_934247125.1	244328
87598	Lentihominibacter sp934255435	GCA_934255435.1	244328
87599	Lentihominibacter sp934277495	GCA_934277495.1	244328
87600	Lentihominibacter sp934281605	GCA_934281605.1	244328
87601	Lentihominibacter sp937966095	GCA_937966095.1	165185
87602	Lentihominibacter sp946541435	GCA_946541435.1	344338
87603	Lentihominibacter sp946546075	GCA_946546075.1	344338
87604	Lentihominibacter sp946555345	GCA_946555345.1	165185
87605	Lentihominibacter sp946629205	GCA_946629205.1	344338
87606	Lentihominibacter sp946631075	GCA_946631075.1	344338
87607	Lentihominibacter sp949287115	GCA_949287115.1	344338
87608	Lentihominibacter sp949290475	GCA_949290475.1	344338
87609	Lentihominibacter sp958448635	GCA_958448635.1	344338
87610	Lentihominibacter sp963603335	GCA_963603335.1	2212467
87611	Lentihominibacter sp963614095	GCA_963614095.1	2212467
87612	Lentihominibacter sp963619345	GCA_963619345.1	2212467
87613	Lentihominibacter sp963929955	GCA_963929955.1	1879010
87614	Mogibacterium diversum	GCF_002998925.1	114527
87615	Mogibacterium diversum_A	GCF_938028775.1	114527
87616	Mogibacterium neglectum	GCF_030644205.1	114528
87617	Mogibacterium pumilum	GCF_002243385.1	86332
87618	Mogibacterium sp916438645	GCA_916438645.1	278065
87619	Mogibacterium sp916438865	GCA_916438865.1	278065
87620	Mogibacterium sp938041965	GCA_938041965.1	278065
87621	Mogibacterium sp949286985	GCA_949286985.1	172733
87622	Mogibacterium timidum	GCF_000525775.1	1401079
87623	Mogibacterium_A kristiansenii	GCF_009695905.1	2606708
87624	Mogibacterium_A sp016775335	GCF_016775335.1	2049035
87625	Mogibacterium_A sp030525365	GCA_030525365.1	2831996
87626	Mogibacterium_A sp934234035	GCA_934234035.1	244328
87627	Mogibacterium_A sp934278925	GCA_934278925.1	244328
87628	Mogibacterium_A sp963626305	GCA_963626305.1	1869227
87629	Mogibacterium_A sp963630135	GCA_963630135.1	2485925
87630	Mogibacterium_A sp963656785	GCA_963656785.1	3077420
87631	PHAE01 sp002840285	GCA_002840285.1	2013772
87632	QAKD01 sp003343965	GCA_944383465.1	244328
87633	QAKD01 sp015058155	GCA_015058155.1	1898207
87634	QAKD01 sp022793975	GCA_022793975.1	1879010
87635	QAKD01 sp934278965	GCA_934278965.1	244328
87636	QAKD01 sp944386585	GCA_944386585.1	244328
87637	RGIG1899 sp017397005	GCA_017397005.1	1879010
87638	RGIG1899 sp017536365	GCA_017536365.1	1879010
87639	RGIG1899 sp030526325	GCA_030526325.1	1879010
87640	RGIG2439 sp017433975	GCA_017433975.1	2049035
87641	RGIG2707 sp016281165	GCA_016281165.1	1879010
87642	RGIG2707 sp016283945	GCA_016283945.1	1879010
87643	RGIG2707 sp016284575	GCA_016284575.1	1879010
87644	RGIG2707 sp017417045	GCA_017417045.1	1879010
87645	RGIG2707 sp017428655	GCA_017428655.1	1879010
87646	RGIG2707 sp021443825	GCA_021443825.1	1879010
87647	RGIG446 sp017386805	GCA_017386805.1	1879010
87648	RGIG446 sp017472365	GCA_017472365.1	1879010
87649	RGIG446 sp017621195	GCA_017621195.1	1879010
87650	RGIG446 sp947426455	GCA_947426455.1	244328
87651	RGIG446 sp949740445	GCA_949740445.1	331629
87655	RGIG7041 sp017543805	GCA_017543805.1	1879010
87656	RGIG7111 sp017538845	GCA_017538845.1	1879010
87657	RGIG7111 sp030530305	GCA_030530305.1	1879010
87658	RGIG7111 sp036839975	GCA_036839975.1	1879010
87659	RGIG7179 sp016302925	GCA_016302925.1	1879010
87660	RGIG7179 sp017537495	GCA_017537495.1	1879010
87661	RGIG7179 sp017556505	GCA_017556505.1	1879010
87662	RGIG7179 sp022770665	GCA_022770665.1	1879010
87663	RGIG7179 sp022793795	GCA_022793795.1	1879010
87664	RGIG7179 sp029219125	GCA_029219125.1	1879010
87665	RGIG7444 sp017549385	GCA_017549385.1	1879010
87666	RGIG9096 sp017936025	GCA_017936025.1	1879010
87667	RUG100 sp900315555	GCA_900315555.1	172733
87668	RUG100 sp963542695	GCA_963542695.1	172733
87669	RUG11894 sp012799165	GCA_012799165.1	1898207
87670	RUG11894 sp017412505	GCA_017412505.1	1879010
87671	RUG11894 sp017557505	GCA_017557505.1	1879010
87672	RUG11894 sp017619985	GCA_017619985.1	1879010
87673	RUG11894 sp017626845	GCA_017626845.1	1879010
87674	RUG11894 sp024403005	GCA_024403005.1	2044939
87675	RUG11894 sp024682015	GCA_024682015.1	2044939
87676	RUG11894 sp902773665	GCA_902773665.1	172733
87677	RUG13409 sp017432725	GCA_017432725.1	1879010
87678	RUG13409 sp017437745	GCA_017437745.1	1879010
87679	RUG13409 sp017442785	GCA_017442785.1	1879010
87680	RUG13409 sp017443515	GCA_017443515.1	1879010
87681	RUG13409 sp017523605	GCA_017523605.1	1879010
87682	RUG13409 sp017619385	GCA_017619385.1	1879010
87683	RUG13409 sp017619905	GCA_017619905.1	1879010
87684	RUG13409 sp024403215	GCA_024403215.1	2044939
87685	RUG13409 sp024689865	GCA_024689865.1	2044939
87686	RUG13409 sp902788795	GCA_902788795.1	172733
87687	RUG13409 sp947302945	GCA_947302945.1	344338
87688	RUG13615 sp040307715	GCA_040307715.1	1898207
87689	RUG13615 sp902790905	GCA_902790905.1	172733
87690	RUG14258 sp017405645	GCA_017405645.1	1879010
87691	RUG14258 sp017515705	GCA_017515705.1	1879010
87692	RUG14258 sp902797345	GCA_902797345.1	172733
87693	RUG708 sp017534025	GCA_017534025.1	1879010
87694	RUG708 sp028724585	GCA_028724585.1	1879010
87695	RUG708 sp900321625	GCA_902796965.1	172733
87696	RUG708 sp946541285	GCA_946541285.1	244328
87697	RUG754 sp016284485	GCA_016284485.1	1879010
87698	RUG754 sp017394515	GCA_017394515.1	1879010
87699	RUG754 sp017538125	GCA_017538125.1	1879010
87700	RUG754 sp041856085	GCA_041856085.1	3030912
87701	RUG754 sp900315895	GCA_900315895.1	172733
87702	RUG754 sp902778565	GCA_902778565.1	172733
87703	RUG754 sp902780845	GCA_902780845.1	172733
87704	RUG754 sp905235115	GCA_905235115.1	331629
87705	S5-A14a sp000758905	GCA_000758905.1	1230734
87706	S5-A14a sp022766365	GCA_050313295.1	3420577
87707	S5-A14a sp028725765	GCA_028725765.1	1898207
87708	S5-A14a sp029983755	GCA_029983755.1	3030912
87709	S5-A14a sp900112915	GCA_900112915.1	1520829
87710	S5-A14a sp900553025	GCA_900553025.1	172733
87711	S5-A14a sp949285555	GCA_949285555.1	172733
87712	SIG262 sp015058215	GCA_015058215.1	1898207
87713	SIG263 sp015058185	GCA_015058185.1	1898207
87714	STD2-154 sp028693645	GCA_028693645.1	2831996
87715	Sinanaerobacter chloroacetimidivorans	GCF_018128545.1	2818044
87733	UBA10908 sp003542355	GCA_003542355.1	1898207
87734	UBA10908 sp012729355	GCA_012729355.1	1898207
87735	UBA10908 sp012841925	GCA_012841925.1	1898207
87736	UBA10908 sp028692535	GCA_028692535.1	2831996
87737	UBA10908 sp938009115	GCA_938009115.1	244328
87738	UBA1422 sp002304835	GCA_002304835.1	1947935
87739	UBA1422 sp012515135	GCA_012515135.1	1898207
87740	UBA1422 sp036725465	GCA_036725465.1	1879010
87741	UBA1422 sp041752735	GCA_041752735.1	3030912
87742	UBA1422 sp041859095	GCA_041859095.1	3030912
87743	UBA1422 sp963676385	GCA_963676385.2	3030912
87744	UBA1426 sp002329675	GCA_002329675.1	1947936
87745	UBA1426 sp002385825	GCA_002385825.1	1947992
87746	UBA1426 sp012521055	GCA_012521055.1	3107375
87747	UBA1426 sp022706625	GCA_022706625.1	1879010
87748	UBA1426 sp041678465	GCA_041678465.1	3030912
87749	UBA1440 sp002329565	GCA_002329565.1	1947937
87750	UBA1440 sp028704515	GCA_028704515.1	2831996
87751	UBA1739 sp002315385	GCA_002315385.1	1947940
87752	UBA1739 sp963640885	GCA_963640885.1	2485925
87753	UBA1764 sp002315535	GCA_002315535.1	1947941
87754	UBA1764 sp016287035	GCA_016287035.1	1879010
87755	UBA1764 sp030536235	GCA_030536235.1	1879010
87756	UBA1764 sp041798185	GCA_041798185.1	1879010
87757	UBA1768 sp002315335	GCA_002315335.1	1947942
87758	UBA3738 sp002372505	GCA_002372505.1	1947972
87759	UBA3738 sp902803725	GCA_902803725.1	172733
87760	UBA3738 sp946410475	GCA_946410475.1	344338
87761	UBA3738 sp946545145	GCA_946545145.1	344338
87762	UBA3871 sp002392265	GCA_946614255.1	344338
87763	UBA3871 sp016280485	GCA_016280485.1	1879010
87764	UBA3871 sp041797745	GCA_041797745.1	1879010
87765	UBA3871 sp946638265	GCA_946638265.1	344338
87766	UBA5559 sp002425705	GCA_002425705.1	1948075
87767	UBA5559 sp041836105	GCA_041836105.1	1879010
